property_rights,government_integrity,judicial_effectiveness,tax_burden,government_spending,fiscal_health,business_freedom,labor_freedom,trade_freedom,investment_freedom,financial_freedom
40.0,38.0,34.3,72.9,65.9,82.2,77.4,66.0,72.4,60.0,60.0
20.0,17.0,25.4,82.5,58.0,93.4,79.0,99.4,56.0,40.0,20.0
50.0,35.0,54.3,73.8,77.8,13.2,54.4,62.3,51.0,30.0,40.0
90.0,53.0,56.7,76.6,42.2,79.3,70.0,70.0,80.8,70.0,70.0
30.0,33.0,34.3,42.2,0.0,98.6,62.5,85.6,55.0,30.0,30.0
30.0,29.0,13.8,80.8,59.4,18.0,38.1,57.9,31.8,50.0,60.0
40.0,29.0,26.3,85.1,43.0,90.6,70.2,42.7,79.9,30.0,50.0
90.0,89.0,74.1,52.0,38.4,88.2,82.6,59.1,87.5,90.0,80.0
30.0,24.0,28.2,96.6,91.7,96.3,60.9,26.1,83.5,65.0,60.0
10.0,26.0,22.6,81.7,62.8,19.9,20.0,20.0,85.0,10.0,20.0
90.0,90.0,82.7,65.4,32.9,81.1,95.0,43.8,87.5,75.0,80.0
45.0,36.0,35.3,63.1,55.5,39.7,67.2,68.4,74.9,55.0,40.0
90.0,77.0,78.3,71.1,61.8,80.8,92.8,79.0,87.5,95.0,80.0
25.0,25.0,18.7,78.4,78.5,94.8,55.7,68.3,82.8,55.0,50.0
10.0,30.0,12.3,84.3,67.5,46.8,57.3,39.4,76.9,15.0,50.0
45.0,34.0,40.4,64.7,77.8,58.4,63.1,41.9,69.7,35.0,40.0
35.0,34.0,28.5,92.6,74.2,67.5,68.0,52.1,85.8,70.0,70.0
10.0,23.0,36.0,81.1,79.6,91.7,69.9,55.1,50.2,0.0,10.0
90.0,81.0,80.9,51.2,28.8,81.1,73.6,79.1,87.5,75.0,70.0
40.0,29.0,48.7,68.3,74.9,50.0,74.1,81.7,71.5,50.0,50.0
45.0,34.0,21.4,87.3,88.8,82.5,71.9,46.9,73.2,60.0,50.0
40.0,35.0,44.3,68.5,81.5,60.6,76.1,21.7,71.2,60.0,60.0
5.0,18.0,26.1,58.4,0.0,59.1,30.0,48.2,44.8,0.0,10.0
30.0,28.0,31.0,65.1,85.1,22.2,37.2,40.7,75.7,50.0,40.0
40.0,34.0,29.4,82.6,90.0,86.1,75.9,41.3,75.8,65.0,70.0
30.0,26.0,34.5,84.7,73.5,87.4,63.0,31.6,83.7,60.0,60.0
25.0,21.0,22.6,87.0,80.2,6.9,59.2,64.7,54.0,20.0,20.0
65.0,52.0,55.9,80.1,45.6,96.2,65.5,76.4,87.5,70.0,80.0
40.0,38.0,58.5,85.8,59.8,90.9,72.5,60.4,87.5,75.0,50.0
70.0,60.0,82.0,58.4,35.4,79.0,66.4,65.4,87.8,85.0,70.0
30.0,25.0,29.5,77.9,41.1,75.9,38.7,57.7,82.6,20.0,30.0
40.0,28.0,52.5,89.7,73.4,1.2,65.0,55.6,74.0,50.0,50.0
80.0,73.0,73.2,67.2,61.1,49.3,84.5,82.4,82.4,60.0,50.0
80.0,64.0,56.7,72.7,44.8,79.3,80.3,61.5,82.5,70.0,70.0
65.0,51.0,50.2,65.6,65.3,40.2,63.3,48.1,65.5,60.0,60.0
20.0,24.0,25.4,82.8,70.8,93.4,78.2,93.7,56.2,25.0,20.0
95.0,93.0,84.0,36.7,17.3,96.1,95.5,54.9,87.5,85.0,80.0
30.0,23.0,29.6,71.8,92.7,60.9,37.2,52.2,59.7,35.0,50.0
75.0,69.0,66.8,81.7,72.6,71.1,63.1,76.2,82.8,75.0,30.0
60.0,54.0,60.0,77.8,95.2,100.0,60.0,60.0,90.0,80.0,70.0
50.0,59.0,85.0,99.9,80.9,99.0,67.4,79.3,82.8,35.0,50.0
40.0,44.0,56.5,70.3,47.1,67.2,61.5,40.8,87.8,65.0,60.0
70.0,56.0,59.9,71.1,74.9,97.0,91.9,47.1,70.8,70.0,70.0
90.0,81.0,84.0,93.0,93.7,100.0,98.7,87.4,90.0,90.0,90.0
10.0,17.0,30.7,74.0,90.5,99.1,33.5,33.4,61.7,15.0,20.0
60.0,54.0,53.7,99.9,80.8,6.5,77.8,89.4,82.9,65.0,80.0
20.0,20.0,22.3,79.3,77.5,47.0,52.9,42.2,71.8,25.0,40.0
10.0,14.0,25.3,81.5,91.3,83.6,36.0,69.2,79.1,30.0,30.0
30.0,27.0,29.6,56.2,86.0,24.5,36.8,43.3,62.8,25.0,30.0
30.0,26.0,38.5,80.5,85.5,78.1,57.0,88.1,72.1,45.0,60.0
10.0,43.0,10.0,45.9,0.0,64.4,10.0,20.0,61.7,0.0,10.0
50.0,49.0,59.7,69.1,76.8,70.0,73.0,59.0,76.0,45.0,60.0
25.0,19.0,38.8,71.9,75.3,0.0,58.5,63.8,60.6,55.0,50.0
0.0,19.0,13.1,74.0,61.8,17.6,50.3,36.2,57.2,5.0,20.0
30.0,31.0,31.3,75.9,85.2,49.7,42.3,47.8,57.0,60.0,50.0
40.0,34.0,44.8,83.2,41.4,67.0,58.9,72.2,75.2,50.0,50.0
90.0,90.0,82.0,68.2,68.9,95.9,81.2,81.8,90.0,80.0,80.0
20.0,20.0,54.0,65.0,63.3,51.9,59.1,83.3,86.2,35.0,30.0
20.0,22.0,13.1,64.7,54.1,20.0,46.2,65.6,73.0,20.0,20.0
80.0,73.0,69.3,42.2,30.0,67.9,92.9,67.1,87.5,80.0,70.0
20.0,19.0,36.8,79.5,77.5,95.5,74.6,82.5,77.1,55.0,40.0
55.0,48.0,55.4,55.2,31.2,68.2,77.9,58.2,87.5,75.0,60.0
20.0,17.0,17.6,75.5,83.9,19.1,44.8,44.8,58.9,20.0,40.0
90.0,83.0,77.0,65.9,58.5,99.0,75.1,40.4,87.5,95.0,80.0
30.0,35.0,42.9,80.4,80.0,80.4,60.0,64.4,71.3,50.0,50.0
45.0,31.0,56.6,74.8,61.8,79.9,87.0,70.0,72.2,85.0,60.0
25.0,19.0,21.7,72.2,42.7,54.8,37.8,66.9,68.6,50.0,30.0
50.0,36.0,38.7,83.5,85.2,69.8,83.0,61.9,82.0,65.0,60.0
30.0,30.0,34.7,80.3,82.6,79.0,45.5,58.4,70.5,65.0,50.0
70.0,65.0,68.8,72.5,64.1,83.4,79.9,77.6,73.3,55.0,40.0
30.0,18.0,24.5,91.0,92.9,92.1,39.9,43.6,70.0,60.0,50.0
45.0,28.0,44.2,78.9,45.8,28.1,44.8,59.3,68.6,50.0,50.0
20.0,16.0,28.2,69.9,93.1,61.0,43.7,78.0,60.0,40.0,40.0
35.0,31.0,32.3,79.3,93.9,95.3,52.5,54.3,84.0,60.0,50.0
55.0,46.0,62.4,84.6,63.5,96.7,82.0,58.5,87.5,75.0,80.0
90.0,79.0,78.0,58.3,41.4,90.8,89.6,39.9,87.5,85.0,60.0
10.0,26.0,13.8,73.0,6.9,0.0,18.0,70.8,69.1,0.0,20.0
20.0,20.0,56.3,85.2,32.0,85.4,72.1,84.8,80.3,20.0,10.0
60.0,52.0,51.6,84.1,58.3,77.6,60.5,85.1,52.0,15.0,30.0
40.0,35.0,62.7,99.6,68.1,19.7,84.6,74.4,82.5,45.0,50.0
80.0,69.0,72.7,51.9,17.9,60.8,86.3,54.7,82.5,50.0,70.0
30.0,30.0,26.6,97.5,0.0,98.7,59.1,81.8,81.0,20.0,30.0
5.0,13.0,17.6,81.9,98.4,89.2,20.0,20.0,72.3,0.0,10.0
40.0,36.0,33.5,79.5,92.3,94.7,65.8,66.1,85.0,70.0,60.0
15.0,27.0,36.3,76.1,73.4,27.3,60.7,68.4,68.9,20.0,30.0
10.0,19.0,28.2,60.3,69.3,6.2,48.7,48.1,61.0,15.0,30.0
95.0,93.0,88.4,63.6,51.3,98.3,99.9,88.8,86.0,80.0,80.0
65.0,60.0,67.7,67.7,49.8,84.7,75.4,65.2,74.3,65.0,30.0
5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.0,29.0,36.4,94.9,84.3,98.0,68.7,55.0,55.1,20.0,40.0
60.0,55.0,69.6,92.5,83.4,73.7,82.2,78.5,85.6,85.0,70.0
60.0,67.0,55.1,64.0,46.1,66.3,83.3,43.5,87.5,70.0,50.0
30.0,28.0,36.4,95.5,0.0,9.4,82.3,75.3,44.5,35.0,30.0
90.0,93.0,77.8,35.9,22.0,96.7,97.9,93.7,87.5,90.0,90.0
30.0,28.0,39.8,72.4,82.6,14.4,66.4,57.0,79.9,50.0,50.0
80.0,66.0,82.8,80.2,62.2,99.8,83.1,47.0,87.5,90.0,80.0
10.0,19.0,29.6,80.9,80.5,65.9,54.6,39.0,62.8,40.0,20.0
45.0,35.0,45.3,74.7,89.8,96.4,70.7,73.6,75.9,40.0,70.0
20.0,18.0,35.3,88.4,72.6,99.7,67.8,61.1,65.1,10.0,10.0
35.0,31.0,33.4,60.2,81.1,84.8,47.5,67.9,69.6,50.0,40.0
85.0,69.0,63.4,77.5,89.6,91.7,64.8,75.4,88.0,80.0,70.0
30.0,30.0,79.6,77.1,75.6,83.3,74.5,89.2,67.4,40.0,40.0
25.0,28.0,17.6,75.1,73.4,77.1,48.3,52.5,69.9,30.0,40.0
70.0,55.0,48.7,95.2,83.6,59.0,73.4,81.0,42.2,30.0,70.0
55.0,50.0,38.0,84.0,64.5,84.9,72.6,65.1,87.5,70.0,70.0
30.0,30.0,26.6,91.6,62.8,0.0,56.6,57.0,80.5,55.0,60.0
70.0,57.0,69.2,75.9,90.5,90.8,83.0,47.7,85.8,65.0,50.0
35.0,27.0,34.7,86.6,92.3,98.5,59.4,44.7,58.8,15.0,30.0
30.0,45.0,54.2,68.3,69.5,16.5,73.3,87.2,87.8,50.0,40.0
30.0,26.0,45.2,81.9,89.1,89.4,53.1,50.8,77.9,35.0,40.0
50.0,36.0,48.7,80.8,72.3,16.6,59.0,78.0,81.7,60.0,70.0
30.0,21.0,44.0,78.1,83.1,14.1,63.4,63.7,67.9,45.0,50.0
50.0,55.0,52.3,98.5,57.4,17.7,66.9,86.4,83.4,55.0,60.0
40.0,39.0,64.2,89.1,65.3,93.5,87.9,93.7,89.1,70.0,60.0
90.0,89.0,71.5,75.4,45.8,94.3,93.0,60.8,87.9,65.0,60.0
30.0,27.0,26.6,87.1,52.5,62.3,43.5,47.6,66.6,45.0,30.0
15.0,20.0,41.4,80.1,90.3,61.2,59.4,58.9,68.4,25.0,20.0
20.0,19.0,25.4,85.1,62.8,58.2,43.4,45.2,70.4,35.0,40.0
30.0,23.0,22.2,83.2,51.3,5.4,74.4,65.4,76.1,45.0,30.0
70.0,71.0,68.8,73.2,71.4,67.7,88.4,84.2,71.9,55.0,40.0
50.0,34.0,54.3,73.4,76.1,13.2,36.3,57.7,67.9,35.0,40.0
50.0,46.0,52.5,78.1,82.9,93.6,68.9,41.1,86.4,65.0,50.0
50.0,38.0,34.3,74.3,74.8,82.2,83.6,72.7,72.5,55.0,60.0
25.0,21.0,45.1,82.3,66.5,87.7,52.2,59.6,68.4,25.0,40.0
85.0,77.0,93.0,61.8,41.9,53.5,94.9,72.8,87.5,90.0,80.0
70.0,61.0,68.9,61.0,37.1,46.0,80.5,37.0,87.5,70.0,60.0
20.0,16.0,24.1,50.5,89.2,81.9,32.7,46.9,58.4,45.0,40.0
20.0,21.0,32.6,72.8,93.9,78.7,59.4,53.8,58.0,45.0,20.0
40.0,31.0,27.8,61.5,86.4,92.3,58.8,57.4,62.1,45.0,40.0
35.0,26.0,42.5,55.9,26.2,77.6,63.4,65.2,71.3,30.0,40.0
30.0,29.0,46.3,89.3,90.9,67.2,83.4,70.6,80.5,75.0,70.0
55.0,44.0,31.0,79.6,67.5,78.1,73.2,80.8,70.0,30.0,30.0
30.0,25.0,28.2,65.0,85.1,96.6,43.7,31.4,62.4,10.0,20.0
30.0,30.0,13.8,78.2,58.9,18.0,35.7,55.3,31.9,60.0,60.0
55.0,50.0,58.9,82.7,57.4,95.3,72.9,59.1,87.5,80.0,50.0
80.0,58.0,62.8,62.5,45.6,90.0,70.0,60.0,87.5,70.0,60.0
90.0,92.0,91.5,90.7,95.3,80.0,98.2,98.9,90.0,75.0,50.0
20.0,20.0,29.6,65.5,94.1,94.3,37.5,50.7,58.1,40.0,30.0
30.0,22.0,56.5,87.9,82.1,87.3,73.5,83.1,85.9,30.0,50.0
35.0,36.0,60.7,89.3,65.9,78.1,65.2,83.1,83.3,60.0,60.0
90.0,79.0,83.3,50.5,49.8,97.8,88.8,47.1,89.2,65.0,60.0
40.0,36.0,21.4,66.9,77.8,11.7,41.0,84.5,66.4,15.0,30.0
85.0,73.0,76.9,67.5,58.0,53.3,91.3,94.8,86.9,75.0,70.0
55.0,51.0,52.6,83.0,55.1,55.5,65.6,74.2,78.8,65.0,60.0
50.0,35.0,51.7,68.4,50.3,7.7,54.5,57.5,69.2,45.0,50.0
50.0,39.0,35.4,85.7,89.2,78.5,67.4,64.5,83.8,75.0,70.0
90.0,87.0,77.1,76.7,54.1,81.2,96.5,81.5,88.1,75.0,80.0
40.0,34.0,51.3,90.0,54.4,44.3,70.1,86.4,83.2,55.0,50.0
25.0,20.0,50.3,88.9,78.0,90.4,57.4,54.4,82.5,25.0,40.0
55.0,51.0,67.3,84.3,81.3,80.7,69.9,71.4,78.7,30.0,50.0
30.0,26.0,35.2,77.6,76.1,16.6,58.7,42.0,74.5,50.0,50.0
65.0,65.0,60.0,99.9,73.7,95.4,73.7,69.1,82.2,45.0,50.0
20.0,29.0,44.5,69.5,75.6,52.6,62.1,50.1,69.5,45.0,30.0
30.0,40.0,42.9,75.7,80.6,82.4,63.5,84.0,71.0,25.0,60.0
30.0,30.0,23.1,85.3,90.2,90.1,62.4,59.6,80.0,55.0,40.0
30.0,29.0,51.7,67.9,0.0,99.8,63.2,68.4,65.2,10.0,30.0
50.0,48.0,38.8,76.4,9.3,90.7,64.2,59.8,33.4,50.0,30.0
80.0,70.0,54.4,70.1,54.6,0.0,90.0,80.0,60.5,45.0,60.0
40.0,32.0,48.3,73.5,83.9,30.4,71.8,70.7,62.2,15.0,40.0
30.0,32.0,35.2,83.5,73.4,19.2,71.2,56.4,70.7,45.0,30.0
20.0,36.0,65.4,70.2,88.1,85.9,49.7,53.2,72.2,20.0,30.0
50.0,39.0,43.7,83.5,58.9,9.5,56.8,57.4,65.3,65.0,60.0
70.0,65.0,53.9,58.1,54.8,36.1,75.8,47.3,87.5,80.0,80.0
25.0,24.0,41.0,67.8,82.3,39.1,52.8,51.3,53.8,20.0,20.0
30.0,20.0,45.8,78.3,87.1,80.8,43.7,56.1,64.3,35.0,50.0
65.0,51.0,51.8,68.6,25.9,82.4,76.8,67.6,87.5,75.0,70.0
50.0,43.0,53.5,99.9,76.6,99.3,65.8,88.0,82.5,55.0,50.0
25.0,18.0,22.1,92.9,80.2,78.9,76.6,82.6,75.9,50.0,50.0
20.0,19.0,48.7,88.6,47.3,81.4,23.4,52.5,58.2,30.0,30.0
90.0,87.0,92.9,61.4,64.9,84.6,90.3,94.9,85.1,80.0,90.0
55.0,46.0,56.6,74.9,46.8,81.5,62.2,61.5,87.5,60.0,60.0
30.0,23.0,37.1,78.8,91.2,97.2,48.1,51.9,77.8,40.0,50.0
70.0,58.0,54.0,74.1,67.1,98.2,70.5,70.8,73.9,80.0,70.0
30.0,26.0,37.6,77.7,82.9,85.5,66.3,61.5,61.9,25.0,20.0
50.0,51.0,55.6,82.4,87.0,42.5,59.3,59.0,82.5,70.0,50.0
50.0,44.0,41.7,74.4,78.5,53.4,80.2,67.4,53.5,35.0,30.0
30.0,25.0,34.1,80.5,88.8,49.2,71.7,49.8,67.0,30.0,40.0
30.0,36.0,41.9,86.3,48.3,94.3,77.8,78.1,87.4,50.0,60.0
10.0,18.0,5.0,90.2,94.7,98.6,30.0,30.0,79.2,0.0,10.0
30.0,31.0,34.3,42.2,0.0,98.6,65.6,86.1,55.4,25.0,30.0
60.0,47.0,56.1,65.9,41.9,70.5,77.4,55.1,82.5,60.0,60.0
40.0,32.0,50.9,52.0,30.0,90.5,62.0,66.1,63.5,25.0,40.0
10.0,32.0,40.0,83.2,28.8,94.4,61.3,61.2,80.8,70.0,60.0
30.0,27.0,34.3,84.4,64.7,80.9,53.2,85.7,67.2,40.0,40.0
30.0,30.0,28.4,81.9,56.7,3.8,69.0,75.9,79.8,50.0,60.0
70.0,55.0,48.7,97.2,86.9,59.0,72.5,81.3,42.2,30.0,70.0
40.0,28.0,52.5,89.6,65.3,1.2,64.5,53.6,74.0,65.0,50.0
40.0,30.0,21.4,87.8,89.7,82.5,60.0,50.7,73.2,55.0,50.0
80.0,74.0,54.4,70.7,48.8,0.0,90.0,80.0,60.5,45.0,60.0
20.0,18.0,28.2,69.6,90.9,61.0,40.8,66.6,61.2,40.0,40.0
30.0,30.0,26.6,97.6,0.0,98.7,58.7,82.4,81.0,20.0,30.0
80.0,71.0,69.3,41.8,25.0,67.9,92.6,71.0,87.6,80.0,70.0
70.0,52.0,62.8,62.5,39.8,90.0,70.0,60.0,87.6,75.0,60.0
30.0,28.0,33.4,60.5,86.5,84.8,51.2,65.8,73.2,50.0,40.0
40.0,34.0,35.4,85.8,88.0,78.5,65.5,64.9,85.0,75.0,70.0
5.0,14.0,17.6,81.9,98.1,89.2,20.0,20.0,72.3,0.0,10.0
70.0,67.0,66.8,84.3,76.5,71.1,61.5,74.9,83.0,80.0,30.0
60.0,51.0,53.7,99.8,80.2,6.5,77.4,97.0,82.8,75.0,80.0
50.0,37.0,51.7,69.0,49.6,7.7,54.3,57.8,69.8,50.0,50.0
30.0,28.0,26.6,87.2,67.5,62.3,32.0,46.4,66.6,45.0,30.0
35.0,33.0,79.6,76.9,78.6,83.3,76.9,89.9,77.8,50.0,40.0
60.0,54.0,69.6,91.9,80.0,73.7,82.0,70.4,88.0,90.0,70.0
60.0,50.0,51.6,83.9,64.1,77.6,59.8,84.7,52.0,20.0,30.0
20.0,19.0,48.7,88.7,54.8,81.4,25.5,61.4,63.6,30.0,30.0
20.0,24.0,32.6,72.7,92.4,78.7,65.0,54.3,58.0,55.0,20.0
20.0,24.0,56.3,83.6,26.2,85.4,70.6,82.3,80.3,20.0,10.0
30.0,38.0,41.9,86.9,58.3,94.3,75.8,82.0,87.6,55.0,60.0
50.0,39.0,43.7,83.3,46.1,9.5,63.4,56.1,67.8,65.0,60.0
20.0,30.0,40.0,83.9,24.1,94.4,60.4,60.2,86.0,70.0,60.0
10.0,27.0,12.3,83.9,63.7,46.8,57.2,41.5,77.6,20.0,50.0
90.0,89.0,74.1,50.6,36.8,88.2,81.9,58.3,87.6,90.0,80.0
40.0,33.0,26.3,85.6,48.1,90.6,69.5,39.0,80.2,35.0,50.0
50.0,65.0,85.0,99.9,79.1,99.0,67.3,72.4,82.6,35.0,50.0
40.0,37.0,21.4,68.1,80.3,11.7,40.7,81.8,66.4,10.0,30.0
45.0,43.0,62.7,99.4,74.6,19.7,86.1,77.0,82.2,40.0,50.0
30.0,25.0,35.2,77.5,76.5,16.6,63.1,39.2,81.0,45.0,50.0
90.0,92.0,84.0,37.6,17.3,96.1,95.0,54.0,87.6,85.0,80.0
90.0,90.0,82.0,68.4,69.3,95.9,80.2,87.8,90.0,80.0,80.0
50.0,45.0,67.3,84.6,79.2,80.7,69.7,79.2,78.7,45.0,50.0
40.0,38.0,58.5,86.8,57.6,90.9,72.0,60.8,87.6,80.0,50.0
45.0,33.0,44.2,79.3,56.7,28.1,42.4,59.1,71.0,50.0,50.0
30.0,45.0,54.2,67.9,74.8,16.5,72.9,84.6,86.4,55.0,40.0
5.0,19.0,13.1,75.0,65.3,17.6,47.8,31.1,61.2,5.0,20.0
85.0,75.0,76.9,68.3,54.6,53.3,91.0,95.7,86.4,75.0,70.0
70.0,56.0,54.0,78.4,51.5,98.2,70.5,70.0,75.2,75.0,70.0
70.0,70.0,68.8,74.4,71.4,67.7,86.2,83.4,71.9,55.0,40.0
30.0,26.0,42.5,64.6,29.1,77.6,66.8,60.3,71.3,30.0,40.0
25.0,22.0,45.1,82.7,65.1,87.7,50.7,62.9,68.2,25.0,40.0
40.0,36.0,35.3,67.2,65.9,39.7,66.4,69.4,79.8,55.0,40.0
85.0,77.0,93.0,52.0,32.9,53.5,94.6,71.2,87.6,90.0,80.0
40.0,33.0,44.3,67.8,74.6,60.6,75.7,27.2,75.8,65.0,60.0
60.0,45.0,31.0,80.1,67.9,78.1,72.8,82.1,70.0,30.0,30.0
50.0,38.0,56.1,65.9,34.3,70.5,76.2,55.2,82.6,60.0,60.0
40.0,32.0,36.4,96.1,79.1,98.0,68.8,49.8,55.1,30.0,40.0
25.0,25.0,36.4,95.6,0.0,9.4,81.5,73.4,43.8,35.0,30.0
30.0,36.0,42.9,80.5,86.0,80.4,61.5,53.5,76.2,55.0,50.0
20.0,18.0,17.6,75.5,80.5,19.1,44.2,43.1,58.9,20.0,40.0
30.0,23.0,34.7,86.4,88.4,98.5,59.2,44.3,61.4,5.0,30.0
25.0,25.0,17.6,81.1,73.9,77.1,48.3,50.3,69.9,30.0,40.0
10.0,18.0,25.3,80.9,90.1,83.6,37.5,76.4,74.8,30.0,30.0
50.0,33.0,38.7,81.3,83.1,69.8,87.3,60.9,81.2,65.0,60.0
70.0,64.0,68.8,72.3,65.1,83.4,79.3,76.8,73.3,50.0,40.0
80.0,66.0,82.8,80.7,52.2,99.8,80.9,55.8,87.6,90.0,80.0
30.0,30.0,23.1,85.3,89.1,90.1,56.4,57.1,79.8,55.0,40.0
40.0,31.0,48.3,73.4,84.7,30.4,71.9,61.8,72.2,30.0,40.0
20.0,36.0,65.4,70.3,87.0,85.9,49.8,54.9,71.6,25.0,30.0
95.0,94.0,88.4,64.7,49.3,98.3,99.9,89.2,86.6,80.0,80.0
70.0,58.0,68.9,61.1,36.2,46.0,80.1,34.7,87.6,70.0,60.0
20.0,29.0,44.5,68.7,81.7,52.6,62.4,47.9,69.5,45.0,30.0
50.0,41.0,53.5,99.9,69.7,99.3,64.4,67.9,81.6,55.0,50.0
50.0,42.0,41.7,73.7,77.6,53.4,80.2,65.7,53.5,35.0,30.0
90.0,86.0,83.3,51.6,51.5,97.8,88.3,45.8,89.4,65.0,60.0
50.0,45.0,38.0,84.2,63.7,84.9,73.4,64.5,87.6,75.0,70.0
30.0,40.0,42.9,78.1,81.3,82.4,63.2,75.7,69.8,30.0,60.0
50.0,34.0,54.3,75.4,77.8,13.2,36.9,67.2,64.2,35.0,40.0
30.0,28.0,34.3,60.3,0.0,98.6,62.9,85.1,55.4,25.0,30.0
20.0,19.0,25.4,84.5,48.1,58.2,41.4,42.3,70.2,35.0,40.0
40.0,29.0,27.8,74.5,87.9,92.3,57.3,58.8,61.0,45.0,40.0
50.0,55.0,52.3,98.5,68.1,17.7,69.4,89.1,83.6,55.0,60.0
60.0,66.0,55.1,65.1,41.1,66.3,83.6,41.8,87.6,70.0,50.0
30.0,23.0,28.2,64.8,77.8,96.6,42.9,30.7,62.4,10.0,20.0
30.0,28.0,13.8,79.6,50.5,18.0,32.9,67.7,59.6,60.0,60.0
30.0,22.0,44.0,77.6,72.8,14.1,62.2,62.9,72.8,50.0,50.0
50.0,37.0,34.3,74.5,78.9,82.2,86.1,79.3,73.2,65.0,60.0
35.0,34.0,32.3,79.5,94.4,95.3,52.1,53.4,84.6,60.0,50.0
25.0,19.0,22.1,92.6,74.2,78.9,75.4,88.1,63.2,55.0,50.0
30.0,24.0,37.1,78.8,91.0,97.2,43.4,50.7,77.8,40.0,50.0
40.0,39.0,51.3,89.4,28.6,44.3,71.3,92.3,83.6,55.0,50.0
30.0,27.0,37.6,74.5,88.7,85.5,67.4,57.1,65.6,20.0,20.0
90.0,87.0,92.9,61.3,64.7,84.6,90.1,92.2,84.4,80.0,90.0
20.0,20.0,29.6,65.4,92.8,94.3,36.8,48.2,58.1,50.0,30.0
25.0,25.0,26.6,91.0,64.9,0.0,57.5,59.0,80.5,60.0,60.0
10.0,22.0,29.6,80.8,86.8,65.9,54.9,39.4,62.8,45.0,20.0
5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65.0,59.0,67.7,69.5,45.8,84.7,74.8,62.8,74.3,65.0,30.0
50.0,45.0,58.9,82.5,55.5,95.3,72.8,61.3,87.6,80.0,50.0
20.0,16.0,24.1,50.4,85.3,81.9,25.3,44.8,55.6,45.0,40.0
30.0,27.0,46.3,89.2,85.7,67.2,82.4,75.9,85.5,75.0,70.0
90.0,87.0,71.5,69.8,0.0,94.3,92.7,60.7,88.2,65.0,60.0
50.0,44.0,52.5,78.2,83.6,93.6,68.7,39.6,85.4,70.0,50.0
30.0,21.0,22.2,83.2,44.5,5.4,73.7,50.9,81.6,45.0,30.0
40.0,41.0,64.2,87.5,60.3,93.5,87.3,92.1,89.2,70.0,60.0
20.0,20.0,41.4,79.9,90.1,61.2,58.8,49.9,68.4,25.0,20.0
90.0,92.0,91.5,91.1,91.3,80.0,98.2,98.0,90.0,75.0,60.0
35.0,38.0,60.7,90.0,64.3,78.1,64.6,79.7,83.6,60.0,60.0
85.0,67.0,63.4,77.7,86.6,91.7,67.2,74.5,88.0,80.0,70.0
30.0,30.0,39.8,72.4,81.8,14.4,62.2,56.3,82.4,55.0,50.0
10.0,18.0,5.0,93.6,95.5,98.6,30.0,30.0,79.2,0.0,10.0
50.0,36.0,48.7,83.7,75.8,16.6,58.4,77.1,81.7,60.0,70.0
55.0,53.0,55.6,82.3,86.9,42.5,58.2,62.1,85.2,70.0,50.0
20.0,22.0,13.1,64.7,0.0,20.0,44.2,76.5,73.0,30.0,20.0
50.0,43.0,55.4,55.4,28.6,68.2,77.3,44.4,87.6,75.0,60.0
20.0,21.0,54.0,66.3,63.3,51.9,60.2,72.4,85.4,35.0,30.0
10.0,19.0,30.7,73.3,84.5,99.1,37.8,37.3,63.0,15.0,20.0
80.0,69.0,72.7,52.3,16.4,60.8,85.6,51.4,82.6,55.0,70.0
5.0,22.0,26.1,70.3,0.0,59.1,32.1,36.8,45.0,0.0,10.0
80.0,66.0,56.7,74.6,45.6,79.3,80.1,71.4,82.6,75.0,70.0
70.0,61.0,82.0,62.3,44.8,79.0,66.1,64.3,87.8,80.0,70.0
10.0,44.0,10.0,49.0,0.0,64.4,10.0,20.0,62.2,0.0,10.0
40.0,29.0,48.7,82.3,76.1,50.0,73.7,86.5,71.5,50.0,50.0
30.0,28.0,29.6,68.1,88.6,24.5,36.8,43.7,62.2,25.0,30.0
15.0,17.0,35.3,90.5,71.0,99.7,66.8,60.2,66.2,0.0,10.0
30.0,21.0,28.2,97.6,93.4,96.3,61.7,24.9,83.0,70.0,60.0
90.0,80.0,78.3,72.1,47.1,80.8,92.0,77.5,87.6,90.0,70.0
70.0,55.0,59.9,72.2,73.0,97.0,91.6,46.5,70.8,70.0,70.0
65.0,49.0,55.9,81.0,44.8,96.2,69.8,77.0,87.6,70.0,80.0
90.0,89.0,82.7,65.3,26.5,81.1,95.0,41.4,87.6,85.0,80.0
40.0,37.0,33.5,79.4,91.0,94.7,71.9,67.7,86.0,70.0,60.0
50.0,47.0,59.7,69.6,77.5,70.0,72.3,56.7,77.2,45.0,60.0
30.0,28.0,45.2,83.0,88.9,89.4,54.9,51.8,73.8,35.0,40.0
35.0,27.0,56.5,87.3,78.5,87.3,74.3,88.4,80.9,30.0,50.0
60.0,50.0,56.6,74.0,43.8,81.5,61.4,61.2,87.6,65.0,60.0
90.0,93.0,77.8,43.2,19.5,96.7,99.7,92.1,87.6,90.0,90.0
30.0,27.0,28.4,83.3,49.6,3.8,67.7,74.1,79.8,50.0,60.0
30.0,24.0,34.1,80.5,88.8,49.2,70.9,46.3,67.0,40.0,40.0
30.0,21.0,45.8,78.5,88.4,80.8,43.3,55.7,72.2,35.0,50.0
